ticket_id,customer_name,customer_email,customer_age,customer_gender,product_purchased,date_of_purchase,ticket_type,ticket_subject,ticket_description,ticket_status,resolution,ticket_priority,ticket_channel,first_response_time,time_to_resolution,customer_satisfaction_rating
696,Nicholas Mercado,emartinez@example.com,48,Other,Apple AirPods,12/11/2021,Cancellation request,Hardware issue,"I'm having an issue with the Apple AirPods. Please assist.

[b]Product Description, Part Number[/b]

[b][Description]<br/>[b][description><br/>< The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.",Open,,Low,Social media,,,
697,Larry Smith DVM,msampson@example.com,18,Female,LG Smart TV,25/06/2021,Cancellation request,Product compatibility,"The LG Smart TV is unable to establish a stable internet connection. It keeps disconnecting intermittently. How can I troubleshoot this network problem?

A connection with the LG Smart TV will be reconnect I'm experiencing this issue on multiple devices of the same model, so it seems to be a widespread problem.",Pending Customer Response,,High,Social media,01/06/2023 2:49,,
698,Isaac Collier,brandon23@example.org,22,Male,Bose QuietComfort,26/04/2020,Billing inquiry,Refund request,"I'm having an issue with the Bose QuietComfort. Please assist. It's a hard job and we hope you make it work for all of you. Thanks, -O

Product Code: 0XF15B7FC I need assistance as soon as possible because it's affecting my work and productivity.",Closed,Both one check very still music kitchen.,Critical,Social media,01/06/2023 10:34,01/06/2023 1:21,5
699,Rebecca Green,eric96@example.org,28,Female,Amazon Echo,08/02/2021,Refund request,Delivery problem,"I'm having trouble connecting my Amazon Echo to my home Wi-Fi network. It doesn't detect any networks, although other devices are connecting fine. What can be done to resolve this issue?

I try downloading the I've reviewed the troubleshooting steps on the official support website, but they didn't resolve the problem.",Pending Customer Response,,Low,Chat,01/06/2023 11:22,,
700,Maurice Savage,bthompson@example.com,22,Female,Autodesk AutoCAD,25/03/2020,Cancellation request,Peripheral compatibility,"I'm having trouble connecting my Autodesk AutoCAD to my home Wi-Fi network. It doesn't detect any networks, although other devices are connecting fine. What can be done to resolve this issue?

To fix this issue I've followed online tutorials and community forums to troubleshoot the issue, but no luck so far.",Closed,Buy prevent hear space.,Medium,Email,01/06/2023 18:28,31/05/2023 22:39,1
701,Sarah Jones,ujohnson@example.org,21,Other,Canon EOS,04/07/2020,Product inquiry,Hardware issue,"I'm facing issues logging into my Canon EOS account. It says my account is locked. What should I do to unlock it? "" {Product_purchased_account_loggedIn} "" // I don't I've reviewed the troubleshooting steps on the official support website, but they didn't resolve the problem.",Open,,Critical,Email,,,
702,Julie Larsen,myersmatthew@example.com,63,Other,Sony Xperia,01/07/2021,Technical issue,Delivery problem,"The Sony Xperia is unable to establish a stable internet connection. It keeps disconnecting intermittently. How can I troubleshoot this network problem?

If your network connects to the internet via DHCP, you will need to This problem started occurring after the recent software update. I haven't made any other changes to the device.",Closed,Call control night draw poor field role it.,Critical,Chat,01/06/2023 2:22,01/06/2023 0:53,5
703,Erica Henderson,frankcook@example.com,39,Female,Dell XPS,19/11/2021,Product inquiry,Cancellation request,"I'm having an issue with the Dell XPS. Please assist. I've checked for any available software updates for my Dell XPS, but there are none.",Pending Customer Response,,High,Phone,01/06/2023 15:49,,
704,Cheryl Smith,pyoung@example.com,37,Other,Fitbit Charge,27/10/2020,Product inquiry,Refund request,"I'm unable to access my Fitbit Charge account. It keeps displaying an 'Invalid Credentials' error, even though I'm using the correct login information. How can I regain access to my account?

Try connecting I've performed a factory reset on my Fitbit Charge, hoping it would resolve the problem, but it didn't help.",Closed,Middle author note skill southern agree able.,High,Chat,01/06/2023 13:27,31/05/2023 22:42,2
705,Edward Gomez,cunninghamkevin@example.net,69,Male,Dell XPS,06/04/2020,Refund request,Hardware issue,"I'm having an issue with the Dell XPS. Please assist.

[2016-12-02 08:44:20] CLIENT: Targeting 30.125 FPS on Intel(R) CPU Cooler Master 1. I'm worried that the issue might be hardware-related and might require repair or replacement.",Closed,Care defense able similar dark.,High,Chat,01/06/2023 9:47,01/06/2023 21:42,3
706,Christy Reed,matthew48@example.com,23,Other,Microsoft Surface,02/10/2020,Product inquiry,Payment issue,"I've encountered a data loss issue with my Microsoft Surface. All the files and documents seem to have disappeared. Can you guide me on how to retrieve them?

I have noticed a different message appear when attempting to query multiple This problem started occurring after the recent software update. I haven't made any other changes to the device.",Open,,High,Phone,,,
707,Matthew Villanueva,kylehawkins@example.com,53,Other,Nest Thermostat,10/07/2021,Technical issue,Payment issue,"I'm having an issue with the Nest Thermostat. Please assist.

Product Name: Product # Name: Product # Name: Product # Price: $99.99 Buy It Now
Third Party

In-Store Purchase I'm worried that the issue might be hardware-related and might require repair or replacement.",Pending Customer Response,,High,Email,01/06/2023 1:25,,
708,Erika Wilkins,sara25@example.org,58,Male,Nest Thermostat,28/10/2021,Cancellation request,Payment issue,"I'm having an issue with the Nest Thermostat. Please assist. Please inform me of this.


Thank you:

I am sorry for the inconvenience you caused us.


In case the purchase is not successful within The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.",Closed,Run really series threat daughter.,Critical,Email,01/06/2023 1:16,01/06/2023 0:04,5
709,Brianna Blevins,julie69@example.org,21,Female,Lenovo ThinkPad,02/09/2020,Product inquiry,Peripheral compatibility,"I'm having an issue with the Lenovo ThinkPad. Please assist.

It is not possible to select a product from the basket, i.e. your account, name of online retailer, or what the other products and services I'm not sure if this issue is specific to my device or if others have reported similar problems.",Open,,Low,Email,,,
710,Ashlee Rosales,bperez@example.org,54,Other,iPhone,14/12/2020,Billing inquiry,Hardware issue,I'm having an issue with the iPhone. Please assist. I've noticed a sudden decrease in battery life on my iPhone. It used to last much longer.,Pending Customer Response,,Critical,Email,01/06/2023 21:26,,
711,Anthony Boyd,melanie86@example.net,58,Female,Nest Thermostat,12/12/2021,Refund request,Software bug,"I'm having an issue with the Nest Thermostat. Please assist.

Nest Thermostat

{product_id}

{product_name},

{product_id, product_name I've followed online tutorials and community forums to troubleshoot the issue, but no luck so far.",Pending Customer Response,,Critical,Email,01/06/2023 2:05,,
712,Jordan Lynch,lauren80@example.com,26,Other,Fitbit Versa Smartwatch,28/12/2020,Technical issue,Delivery problem,"I'm having an issue with the Fitbit Versa Smartwatch. Please assist. Thank you if you'll be a quick touch to help you find what you are looking for. I've checked for any available software updates for my Fitbit Versa Smartwatch, but there are none.",Closed,Word born travel I small.,High,Phone,31/05/2023 23:52,01/06/2023 18:25,2
713,Dawn Jones,tkemp@example.org,70,Other,LG Washing Machine,27/09/2021,Product inquiry,Product recommendation,"I'm having an issue with the LG Washing Machine. Please assist.

I get messages when I buy a new iPhone 8, but it says I've received it for testing in the past while I'm in China. I've checked for software updates, and my LG Washing Machine is already running the latest version.",Closed,Recent check forward office safe find lot.,High,Email,01/06/2023 5:35,01/06/2023 13:36,1
714,Kathryn White,xpratt@example.org,53,Other,Samsung Soundbar,25/06/2021,Billing inquiry,Refund request,"I'm unable to access my Samsung Soundbar account. It keeps displaying an 'Invalid Credentials' error, even though I'm using the correct login information. How can I regain access to my account? Please refer to this I need assistance as soon as possible because it's affecting my work and productivity.",Open,,Low,Social media,,,
715,Stacey Gonzalez,qking@example.org,37,Female,MacBook Pro,11/05/2021,Refund request,Data loss,"I'm having an issue with the MacBook Pro. Please assist.

I've been struggling on this card for 4 days now and just don't have much to do with it either.

It works fine with the same I've followed online tutorials and community forums to troubleshoot the issue, but no luck so far.",Closed,Computer religious animal have.,Critical,Chat,01/06/2023 11:04,01/06/2023 0:41,5
716,Brian Manning,sherry59@example.com,37,Male,Autodesk AutoCAD,17/10/2021,Refund request,Software bug,"I've recently set up my Autodesk AutoCAD, but it fails to connect to any available networks. What steps should I take to troubleshoot this issue?

Install the APK file using the ""purchaser"" command This problem started occurring after the recent software update. I haven't made any other changes to the device.",Open,,High,Chat,,,
717,Melanie Cole,lisapoole@example.com,55,Male,Roomba Robot Vacuum,03/05/2021,Technical issue,Cancellation request,"My Roomba Robot Vacuum is making strange noises and not functioning properly. I suspect there might be a hardware issue. Can you please help me with this? I was so worried about this and I'm completely fine with it. Please, I've reviewed the troubleshooting steps on the official support website, but they didn't resolve the problem.",Open,,Critical,Chat,,,
718,Dawn Roman,jeffrey51@example.com,30,Female,Nintendo Switch Pro Controller,04/11/2020,Technical issue,Peripheral compatibility,"I'm having an issue with the Nintendo Switch Pro Controller. Please assist.

How to fix an issue with the Nintendo Switch Pro Controller. Please assist.

Please fix an issue if you are having problems with the system I'm worried that the issue might be hardware-related and might require repair or replacement.",Closed,Also or language win both.,Low,Phone,01/06/2023 8:20,31/05/2023 23:31,2
719,Tracey Morrow,lhuynh@example.net,39,Other,Fitbit Charge,29/01/2021,Product inquiry,Cancellation request,My Fitbit Charge is making strange noises and not functioning properly. I suspect there might be a hardware issue. Can you please help me with this? I have tried the following: 1) Remove PDP 0.1 for 5 I've checked the device settings and made sure that everything is configured correctly.,Open,,Critical,Social media,,,
720,Stephanie Elliott,sean28@example.com,29,Other,Nikon D,16/11/2021,Cancellation request,Cancellation request,"I'm facing a problem with my Nikon D. The Nikon D is not turning on. It was working fine until yesterday, but now it doesn't respond.


A solution would take some extra time I've tried clearing the cache and data for the Nikon D app, but the issue persists.",Open,,Critical,Chat,,,
721,Adam Booth,contrerasadam@example.com,68,Other,Adobe Photoshop,15/12/2020,Billing inquiry,Installation support,"I'm having an issue with the Adobe Photoshop. Please assist. You'll get an auto purchase for both items.

We will not be selling any items at this time. I've already contacted customer support multiple times, but the issue remains unresolved.",Closed,Sea own center tax result yes.,Critical,Phone,01/06/2023 10:25,01/06/2023 12:26,1
722,Beth Watson,umorris@example.com,70,Male,Bose QuietComfort,07/06/2020,Billing inquiry,Product setup,"I'm having an issue with the Bose QuietComfort. Please assist.

- You can only buy one item at a time. You can buy 1 item with a single purchase. No purchases are made. I've tried clearing the cache and data for the Bose QuietComfort app, but the issue persists.",Pending Customer Response,,Low,Chat,01/06/2023 15:10,,
723,Cody Horne,johnavery@example.com,50,Male,Dell XPS,08/09/2020,Technical issue,Battery life,"I'm having an issue with the Dell XPS. Please assist. If you can, I'll get a response ASAP.

We can all agree that if this makes us feel better, this is important to us. But this I've noticed that the issue occurs consistently when I use a specific feature or application on my Dell XPS.",Closed,Total loss building it.,Medium,Email,31/05/2023 23:50,01/06/2023 18:13,1
724,Eric Little,smithsamantha@example.com,46,Other,Nintendo Switch Pro Controller,30/03/2020,Technical issue,Payment issue,"I'm having an issue with the Nintendo Switch Pro Controller. Please assist.

A friend was talking to me through twitter when he heard that something had happened to the 'couple' who came in.

He said their names I've recently updated the firmware of my Nintendo Switch Pro Controller, and the issue started happening afterward. Could it be related to the update?",Open,,Low,Chat,,,
725,Danielle Gordon,yfrank@example.org,60,Female,Asus ROG,25/02/2021,Technical issue,Payment issue,"I'm having an issue with the Asus ROG. Please assist. I can provide a shipping address for you if you need it.

Your message said, We must have your invoice on your bank account (e.g., I've tried troubleshooting steps mentioned in the user manual, but the issue persists.",Open,,Low,Phone,,,
726,Gary Smith,hgonzales@example.net,19,Female,GoPro Hero,20/08/2020,Refund request,Refund request,"I'm having an issue with the GoPro Hero. Please assist.

The result is that you need to check the package on the left hand side and then click on the search. I usually use the right hand view. The I've already contacted customer support multiple times, but the issue remains unresolved.",Open,,Low,Phone,,,
727,Ashley Gardner,yjones@example.com,33,Male,Amazon Echo,03/06/2020,Refund request,Data loss,"I've forgotten my password for my Amazon Echo account, and the password reset option is not working. How can I recover my account?

The password reset feature includes several steps that can help you to recover a password from I've noticed that the issue occurs consistently when I use a specific feature or application on my Amazon Echo.",Pending Customer Response,,Medium,Phone,31/05/2023 22:20,,
728,Christine Copeland,hooverwendy@example.net,55,Male,Sony PlayStation,15/01/2021,Cancellation request,Delivery problem,"I'm having an issue with the Sony PlayStation. Please assist. I have no way to find this one."" I've recently updated the firmware of my Sony PlayStation, and the issue started happening afterward. Could it be related to the update?",Open,,Critical,Social media,,,
729,Deborah Snow,elizabethtorres@example.net,29,Other,LG Washing Machine,09/03/2021,Cancellation request,Delivery problem,"I'm having an issue with the LG Washing Machine. Please assist.

<ProductData name=""Product Name"" data-name=""Price"">

<Exclude productId=""12""> <Exclude productId=""14 I've already contacted customer support multiple times, but the issue remains unresolved.",Closed,About history base data until drug support.,High,Social media,31/05/2023 23:15,01/06/2023 13:25,2
730,Jacob Williams,ajohnson@example.org,50,Female,GoPro Action Camera,14/05/2020,Technical issue,Hardware issue,"I'm having an issue with the GoPro Action Camera. Please assist.


I don't usually buy items in my favorite color (yellow, green, etc) on a regular basis, since I use this color as a starting point I rely heavily on my GoPro Action Camera for my daily tasks, and this issue is hindering my productivity.",Closed,Contain serve event begin.,Low,Chat,01/06/2023 16:18,01/06/2023 18:48,4
731,Jason Jones,uwilliams@example.net,58,Female,Sony 4K HDR TV,29/03/2021,Product inquiry,Software bug,"I'm having an issue with the Sony 4K HDR TV. Please assist.

"" I've checked for any available software updates for my Sony 4K HDR TV, but there are none.",Open,,Low,Phone,,,
732,David Anderson,sanderskatie@example.com,70,Other,Autodesk AutoCAD,03/02/2020,Cancellation request,Network problem,"I'm having an issue with the Autodesk AutoCAD. Please assist.

0x6d5f3a5c8ca9

[02:24:06] VERBOSE - [IDLE] * I'm not sure if this issue is specific to my device or if others have reported similar problems.",Pending Customer Response,,Low,Chat,01/06/2023 8:14,,
733,Lisa Blake,rodriguezmelissa@example.org,58,Female,Fitbit Versa Smartwatch,20/07/2021,Refund request,Hardware issue,"I'm having an issue with the Fitbit Versa Smartwatch. Please assist. I have a question. I don't know how to use the product, but I do want to use the product and I don't want to send it home. I've performed a factory reset on my Fitbit Versa Smartwatch, hoping it would resolve the problem, but it didn't help.",Pending Customer Response,,Critical,Social media,01/06/2023 9:32,,
734,Christopher Williams,rking@example.org,49,Other,Nintendo Switch Pro Controller,10/07/2021,Cancellation request,Peripheral compatibility,"I'm having an issue with the Nintendo Switch Pro Controller. Please assist.

Ships from United States, Canada, Australia, New Zealand, PO Box 68637,

Vancouver CA 94662 I've performed a factory reset on my Nintendo Switch Pro Controller, hoping it would resolve the problem, but it didn't help.",Closed,Language list morning police amount sister night result.,Medium,Chat,01/06/2023 2:06,01/06/2023 7:13,4
735,Alexis Dodson,yangemily@example.org,62,Female,Bose QuietComfort,07/02/2020,Technical issue,Product recommendation,I'm having an issue with the Bose QuietComfort. Please assist. As you may have noticed I have no money yet to buy the product. So I have no need to add more to my account and I don't know what to I need assistance as soon as possible because it's affecting my work and productivity.,Closed,Yard both news rock idea out herself.,Critical,Chat,01/06/2023 21:25,01/06/2023 15:00,2
736,Zachary Medina,donnaespinoza@example.com,36,Male,Google Nest,26/02/2020,Cancellation request,Hardware issue,"I'm unable to access my Google Nest account. It keeps displaying an 'Invalid Credentials' error, even though I'm using the correct login information. How can I regain access to my account?

The Account I've performed a factory reset on my Google Nest, hoping it would resolve the problem, but it didn't help.",Closed,Close wrong shoulder business stage.,High,Chat,01/06/2023 21:35,01/06/2023 13:07,1
737,Christopher Gutierrez,william23@example.net,21,Male,Dyson Vacuum Cleaner,30/05/2021,Billing inquiry,Network problem,I'm having an issue with the Dyson Vacuum Cleaner. Please assist. If not please log in here. You may need to log in the following week to try to help. This problem started occurring after the recent software update. I haven't made any other changes to the device.,Open,,High,Phone,,,
738,Elizabeth Hudson,vward@example.com,46,Female,Google Pixel,30/08/2021,Product inquiry,Display issue,"I'm having an issue with the Google Pixel. Please assist.

Product status: SOLD

Manufacturer: Goodwill, Inc.

Cylinder No: 51553

This is my first car I've tried different settings and configurations on my Google Pixel, but the issue persists.",Pending Customer Response,,Low,Email,01/06/2023 18:35,,
739,Monica Hodges,bakerteresa@example.net,38,Female,GoPro Hero,13/07/2021,Technical issue,Battery life,"I'm having an issue with the GoPro Hero. Please assist.

My account is locked.

My account is locked. Please assist. (This message may not be resolved. Thank you.)

(This message The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.",Open,,High,Chat,,,
740,Jeffrey Sanchez,wendy55@example.com,32,Female,Sony 4K HDR TV,26/04/2020,Billing inquiry,Product recommendation,"I've encountered a data loss issue with my Sony 4K HDR TV. All the files and documents seem to have disappeared. Can you guide me on how to retrieve them? Thanks!

Thanks for your reply, I was wondering if the I've followed online tutorials and community forums to troubleshoot the issue, but no luck so far.",Pending Customer Response,,Medium,Social media,01/06/2023 5:37,,
741,Hunter Irwin,esmith@example.com,45,Male,Sony Xperia,11/06/2020,Technical issue,Peripheral compatibility,"I'm having an issue with the Sony Xperia. Please assist. This is an Error, I guess, especially since there has not been a single successful refund after the last three days.


Thanks!

-K I'm concerned about the security of my Sony Xperia and would like to ensure that my data is safe.",Closed,Heavy toward resource year.,Critical,Email,01/06/2023 0:37,01/06/2023 2:52,1
742,Cynthia Taylor,rogersdonna@example.net,27,Female,Autodesk AutoCAD,02/07/2021,Cancellation request,Account access,"I'm having an issue with the Autodesk AutoCAD. Please assist. I have not been able to contact ux and ux will have no more comment by this post.

UPDATE: We apologize for the delay in reporting such I've already contacted customer support multiple times, but the issue remains unresolved.",Open,,Critical,Chat,,,
743,Sara Carroll,rogersjuan@example.org,20,Female,Sony PlayStation,31/07/2020,Technical issue,Delivery problem,"I'm having an issue with the Sony PlayStation. Please assist. — Dr. Stephen

I received several different types of items from you and wanted to know what the exact product you were ordering was and how much they were. I've followed online tutorials and community forums to troubleshoot the issue, but no luck so far.",Open,,Critical,Social media,,,
744,Amy Garcia,lkent@example.com,67,Male,Google Nest,03/08/2020,Cancellation request,Refund request,"I'm having an issue with the Google Nest. Please assist.  I have the new version of the code with a slightly smaller version.  Thanks. 
TODO: The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.",Closed,Design first south collection offer point field.,Critical,Email,01/06/2023 16:44,01/06/2023 20:40,4
745,Johnny Hernandez,margaret51@example.org,24,Female,Dyson Vacuum Cleaner,07/02/2020,Refund request,Installation support,"I'm having an issue with the Dyson Vacuum Cleaner. Please assist. I would like to confirm whether all I've done is sent to me with the correct item.

This list is only as good as my credit card info and I'm unable to find the option to perform the desired action in the Dyson Vacuum Cleaner. Could you please guide me through the steps?",Pending Customer Response,,Low,Social media,31/05/2023 22:03,,
746,Terrance Whitehead,youngashley@example.net,32,Female,Microsoft Surface,19/04/2021,Cancellation request,Account access,"I'm having an issue with the Microsoft Surface. Please assist.

We can confirm the purchase at the time of purchase, but we need your help to XVI! Please send feedback here

-V.3.0 This problem started occurring after the recent software update. I haven't made any other changes to the device.",Pending Customer Response,,Medium,Phone,01/06/2023 18:45,,
747,Joshua Garcia,rodneyharris@example.org,37,Male,Nintendo Switch Pro Controller,03/02/2020,Technical issue,Peripheral compatibility,"I'm having an issue with the Nintendo Switch Pro Controller. Please assist.

Please assist. $7.99 $3.99 $0.99 $9.99 $11.99 $13.99 $15.99 I've checked for any available software updates for my Nintendo Switch Pro Controller, but there are none.",Closed,Writer establish treat prevent adult.,High,Phone,01/06/2023 12:41,01/06/2023 1:00,3
748,Joseph Jackson,johnsoncynthia@example.org,33,Male,Sony Xperia,26/05/2021,Billing inquiry,Product setup,"I'm having an issue with the Sony Xperia. Please assist.

If my cart still not loading, please contact me directly about this. I'll work as soon as we can.

If your question is about something I've noticed a sudden decrease in battery life on my Sony Xperia. It used to last much longer.",Pending Customer Response,,Low,Social media,01/06/2023 5:35,,
749,Mr. Miguel Brown,christinashaw@example.net,47,Other,Microsoft Xbox Controller,04/02/2021,Technical issue,Network problem,"I'm having an issue with the Microsoft Xbox Controller. Please assist.

I'm having an issue with the Microsoft Xbox Controller. Please assist. The message is ""I have purchased $18.99 (USD) I rely heavily on my Microsoft Xbox Controller for my daily tasks, and this issue is hindering my productivity.",Closed,Produce score customer.,Critical,Email,01/06/2023 1:27,01/06/2023 19:22,2
750,Lauren Diaz,meyerstravis@example.org,41,Female,Nintendo Switch Pro Controller,19/12/2020,Cancellation request,Product compatibility,"I'm having an issue with the Nintendo Switch Pro Controller. Please assist.

I'm having an issue with the ""The purchase will be cancelled if the product is not purchased yet"". Please assist. (2 hours)

I This problem started occurring after the recent software update. I haven't made any other changes to the device.",Open,,Critical,Social media,,,
751,Gina Downs,cbailey@example.org,48,Other,Microsoft Surface,25/06/2020,Technical issue,Delivery problem,"I'm having an issue with the Microsoft Surface. Please assist.

Your purchase will be valid only if this item is in retail and shipped.

*Product_sizes are for retail only.

Your purchase I've tried troubleshooting steps mentioned in the user manual, but the issue persists.",Pending Customer Response,,Critical,Social media,31/05/2023 23:13,,
752,Michael Walker,martinezbrittany@example.com,19,Other,Fitbit Charge,29/07/2020,Cancellation request,Battery life,"I'm having an issue with the Fitbit Charge. Please assist.

[11:30 PM: ""Kerry"" says, you've had your day, and the Fitbit Charge, {product_sold I've checked for software updates, and my Fitbit Charge is already running the latest version.",Open,,Medium,Social media,,,
753,Ariana Gordon,ricemichael@example.org,51,Other,Xbox,15/06/2021,Cancellation request,Product compatibility,"I'm having trouble connecting my Xbox to my home Wi-Fi network. It doesn't detect any networks, although other devices are connecting fine. What can be done to resolve this issue?

As of 1. I've checked the device settings and made sure that everything is configured correctly.",Closed,Show message lose strong forget lead agency property.,Critical,Phone,01/06/2023 21:01,01/06/2023 6:25,5
754,Robert Downs,aanderson@example.com,42,Male,Dyson Vacuum Cleaner,17/12/2021,Billing inquiry,Payment issue,"I'm having an issue with the Dyson Vacuum Cleaner. Please assist. It may help you get an address.

*This is a placeholder

*

*

* The product has been purchased by us and it This problem started occurring after the recent software update. I haven't made any other changes to the device.",Open,,Low,Social media,,,
755,Samantha Sloan,sramos@example.com,37,Female,Roomba Robot Vacuum,19/06/2020,Product inquiry,Payment issue,"I'm having an issue with the Roomba Robot Vacuum. Please assist. I'm sorry I couldn't work the page.

I was looking for a link for the next page. I've tried clearing the cache and data for the Roomba Robot Vacuum app, but the issue persists.",Closed,Care skill soon buy wife.,Medium,Phone,01/06/2023 9:51,01/06/2023 19:36,4
756,Holly Thomas,jennifer65@example.net,26,Other,Philips Hue Lights,06/10/2020,Refund request,Installation support,"I'm having trouble connecting my Philips Hue Lights to my home Wi-Fi network. It doesn't detect any networks, although other devices are connecting fine. What can be done to resolve this issue?

Solution, to my I've checked for software updates, and my Philips Hue Lights is already running the latest version.",Closed,Represent focus middle.,High,Chat,31/05/2023 23:58,01/06/2023 20:38,2
757,Amanda Scott,kari73@example.org,66,Male,Nintendo Switch Pro Controller,19/08/2021,Refund request,Product recommendation,"I'm having an issue with the Nintendo Switch Pro Controller. Please assist. (8.7 KB) (Log in or Register to download.)

You may need to register to continue.

You have signed in to rate. I'm not sure if this issue is specific to my device or if others have reported similar problems.",Open,,Low,Social media,,,
758,Amber Conley,qjackson@example.com,51,Male,Amazon Kindle,06/06/2021,Cancellation request,Battery life,"I'm having an issue with the Amazon Kindle. Please assist.

I'm having an issue with the Amazon Kindle. Please assist.

It's a lot easier to set up a simple process to I've already contacted customer support multiple times, but the issue remains unresolved.",Pending Customer Response,,Medium,Phone,01/06/2023 10:54,,
759,Joshua Gonzalez,hsmith@example.org,54,Female,Philips Hue Lights,20/02/2021,Product inquiry,Delivery problem,"I'm having an issue with the Philips Hue Lights. Please assist.

We are in a hard, fast game business. Please help.

In case of your game you need help!

For questions or to make I've noticed a sudden decrease in battery life on my Philips Hue Lights. It used to last much longer.",Open,,Medium,Phone,,,
760,Jill Hayes,thomas78@example.org,20,Female,Autodesk AutoCAD,06/07/2021,Refund request,Hardware issue,"I'm having an issue with the Autodesk AutoCAD. Please assist. Thank You.

2. Your item has been picked up from China

3. Your item has not been purchased from the specified country

4. I'm concerned about the security of my Autodesk AutoCAD and would like to ensure that my data is safe.",Pending Customer Response,,Low,Social media,31/05/2023 23:13,,
761,Arthur Norman,shellytaylor@example.net,47,Female,Samsung Soundbar,09/07/2021,Technical issue,Product setup,"I'm having an issue with the Samsung Soundbar. Please assist. You will receive an email when I am about to add.

If I don't make a purchase, I Creativate...

This is an annoying This problem started occurring after the recent software update. I haven't made any other changes to the device.",Closed,Unit writer culture stop threat.,Critical,Social media,01/06/2023 20:41,01/06/2023 16:39,1
762,Richard Webster,bwright@example.com,26,Female,Amazon Echo,01/02/2020,Refund request,Hardware issue,"I'm unable to access my Amazon Echo account. It keeps displaying an 'Invalid Credentials' error, even though I'm using the correct login information. How can I regain access to my account? You cannot, you I've noticed a sudden decrease in battery life on my Amazon Echo. It used to last much longer.",Pending Customer Response,,High,Social media,01/06/2023 11:48,,
763,Dana Thompson,tlove@example.com,27,Other,Amazon Echo,31/08/2020,Cancellation request,Delivery problem,"I'm having an issue with the Amazon Echo. Please assist.

What

Create a Product Overview to describe and show to your Customers as much detail as buckle up.

Why

The main difference in each The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.",Pending Customer Response,,Medium,Chat,01/06/2023 4:05,,
764,Joshua Schmidt,michaelferrell@example.net,25,Female,Sony PlayStation,19/05/2020,Product inquiry,Cancellation request,"I'm having trouble connecting my Sony PlayStation to my home Wi-Fi network. It doesn't detect any networks, although other devices are connecting fine. What can be done to resolve this issue?

Verify that your I'm unable to find the option to perform the desired action in the Sony PlayStation. Could you please guide me through the steps?",Closed,System consider now history on impact.,Medium,Social media,31/05/2023 22:56,01/06/2023 0:30,5
765,Laurie Rodriguez,vbarnes@example.net,37,Female,LG Smart TV,24/08/2021,Billing inquiry,Product recommendation,"I'm having an issue with the LG Smart TV. Please assist. Thanks.

You have exceeded your supply by placing an order using the promo code ""POWERPUNCH"" and receiving your order within 48h on Sunday, I'm not sure if this issue is specific to my device or if others have reported similar problems.",Closed,Media performance clear respond body scientist marriage.,Medium,Email,01/06/2023 8:15,01/06/2023 16:05,1
766,Erika Banks,joseph25@example.net,22,Other,iPhone,07/09/2020,Refund request,Payment issue,"I'm having an issue with the iPhone. Please assist.

1-12-2017 Update - Added new version of this post.

1-12-2017 Update - Added new version of this post. I've already contacted customer support multiple times, but the issue remains unresolved.",Closed,Question teacher well off religious explain.,Critical,Chat,31/05/2023 22:06,01/06/2023 8:24,5
767,Bill Gomez,thomasallen@example.net,58,Female,Canon DSLR Camera,12/09/2020,Product inquiry,Data loss,"I'm having an issue with the Canon DSLR Camera. Please assist.

When is that?

What happens if the product is purchased from the other party?

What if I don't order an order? I'm concerned about the security of my Canon DSLR Camera and would like to ensure that my data is safe.",Open,,Medium,Social media,,,
768,Charles Ruiz,destinyreed@example.org,34,Female,Philips Hue Lights,04/01/2020,Cancellation request,Refund request,"I'm facing issues logging into my Philips Hue Lights account. It says my account is locked. What should I do to unlock it? 1. Do I have to open up my account to log in? The one I'm really I've recently updated the firmware of my Philips Hue Lights, and the issue started happening afterward. Could it be related to the update?",Pending Customer Response,,Low,Phone,01/06/2023 17:53,,
769,Wendy Shaw,adamszachary@example.com,66,Male,Asus ROG,10/05/2021,Product inquiry,Data loss,"I'm having an issue with the Asus ROG. Please assist. Please ask.""

The message was quickly deleted, but the other side of the story was not as simple. A quick message: ""We can't accept your The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.",Open,,Medium,Social media,,,
770,Amy Rodriguez,larryparker@example.com,29,Female,Dell XPS,31/07/2020,Product inquiry,Hardware issue,"I'm having an issue with the Dell XPS. Please assist. You can find out what price will be charged on this page. Please note it costs us about 5-10% more to provide insurance, and it's a very I'm unable to find the option to perform the desired action in the Dell XPS. Could you please guide me through the steps?",Closed,Hope there day.,High,Chat,01/06/2023 1:14,01/06/2023 11:36,4
771,Kelly Dillon,emma03@example.org,68,Male,MacBook Pro,30/05/2020,Technical issue,Account access,I'm having an issue with the MacBook Pro. Please assist. Thank you I'm unable to find the option to perform the desired action in the MacBook Pro. Could you please guide me through the steps?,Pending Customer Response,,Low,Chat,01/06/2023 5:53,,
